"","ename","inttime","survey","cluster","eanum","hhnum","hhid","intdate","burnyn","whatburn","whatburnother","spray","closewindow","closetime","airbricks","scrairbricks","sdoors","ceiling","result","otherresult","totvisit","nonanophfem","nonanophmal","gambiaef","gambiaem","funestusf","funestusm","othanophfem","othanophmal"
"112","BATTE DERRICK JOVAN","2019-03-18 07:58:27.000",3,12,8,58,301208058,"2019-03-18 00:00:00.000","No","-9","-9","No","Yes","7-8pm","No(or not all)","-9","No(or not all)","No","Completed",-9,1,0,0,0,0,0,0,0,0
"113","BATTE DERRICK JOVAN","2019-03-18 08:51:35.000",3,12,6,15,301206015,"2019-03-18 00:00:00.000","No","-9","-9","No","Yes","7-8pm","No(or not all)","-9","No(or not all)","No","Completed",-9,2,1,0,0,0,0,0,0,0
"114","BATTE DERRICK JOVAN","2019-03-18 09:43:41.000",3,12,2,80,301202080,"2019-03-18 00:00:00.000","No","-9","-9","No","Yes","7-8pm","No(or not all)","-9","No(or not all)","No","Completed",-9,1,2,0,0,0,0,0,0,0
"115","BATTE DERRICK JOVAN","2019-03-19 09:27:44.000",3,50,9,24,305009024,"2019-03-19 00:00:00.000","No","-9","-9","No","No","-9","Yes(all)","No(or not all)","No(or not all)","No","Completed",-9,2,0,0,0,0,0,0,0,0
"116","BATTE DERRICK JOVAN","2019-03-20 08:02:15.000",3,50,6,11,305006011,"2019-03-20 00:00:00.000","No","-9","-9","No","Yes","Before 6pm","Yes(all)","No(or not all)","No(or not all)","Yes","Completed",-9,1,6,2,0,0,0,0,0,0
"117","BATTE DERRICK JOVAN","2019-03-20 08:58:18.000",3,50,8,47,305008047,"2019-03-20 00:00:00.000","No","-9","-9","No","No","-9","Yes(all)","No(or not all)","No(or not all)","No","Completed",-9,1,2,0,0,0,0,0,0,0
"118","BATTE DERRICK JOVAN","2019-03-20 09:37:59.000",3,50,7,55,305007055,"2019-03-20 00:00:00.000","No","-9","-9","No","Yes","Before 6pm","Yes(all)","No(or not all)","No(or not all)","No","Completed",-9,2,3,1,0,0,0,0,0,0
"119","BATTE DERRICK JOVAN","2019-03-13 08:53:18.000",3,12,4,67,301204067,"2019-03-13 00:00:00.000","No","-9","-9","No","Yes","Before 6pm","Yes(all)","No(or not all)","No(or not all)","Yes","Completed",-9,1,0,0,0,0,0,0,0,0
"120","BATTE DERRICK JOVAN","2019-03-13 09:23:21.000",3,12,1,58,301201058,"2019-03-13 00:00:00.000","No","-9","-9","No","No","-9","Yes(all)","No(or not all)","No(or not all)","No","Completed",-9,2,0,0,0,0,0,0,0,0
"121","ISABIRYE  EMMANUEL","2019-03-14 09:06:28.000",3,53,4,74,305304074,"2019-03-14 00:00:00.000","No","-9","-9","No","Yes","6-7pm","No(or not all)","-9","No(or not all)","No","Completed",-9,1,0,0,0,0,0,0,0,0
"122","ISABIRYE  EMMANUEL","2019-03-15 08:00:17.000",3,53,10,31,305310031,"2019-03-15 00:00:00.000","No","-9","-9","No","Yes","Before 6pm","Yes(all)","No(or not all)","No(or not all)","No","Completed",-9,1,0,0,0,0,1,1,0,0
"123","ISABIRYE  EMMANUEL","2019-03-15 09:56:31.000",3,53,9,4,305309004,"2019-03-15 00:00:00.000","No","-9","-9","No","Yes","6-7pm","No(or not all)","-9","No(or not all)","No","Completed",-9,1,0,0,0,0,0,0,0,0
"124","ISABIRYE   EMMANUEL","2019-03-16 07:52:15.000",3,53,6,57,305306057,"2019-03-16 00:00:00.000","No","-9","-9","No","No","-9","Yes(all)","No(or not all)","No(or not all)","No","Completed",-9,1,3,0,0,0,0,0,0,0
"125","ISABIRYE   EMMANUEL","2019-03-16 08:36:28.000",3,53,3,76,305303076,"2019-03-16 00:00:00.000","No","-9","-9","No","Yes","6-7pm","Yes(all)","No(or not all)","No(or not all)","No","Completed",-9,1,0,0,0,0,0,0,0,0
"126","ISABIRYE  EMMANUEL","2019-03-16 09:23:36.000",3,53,5,23,305305023,"2019-03-16 00:00:00.000","No","-9","-9","No","Yes","Before 6pm","No(or not all)","-9","No(or not all)","No","Completed",-9,1,0,0,0,0,0,0,0,0
"127","ISABIRRYE  EMMANUEL","2019-03-18 07:34:33.000",3,54,3,33,305403033,"2019-03-18 00:00:00.000","No","-9","-9","No","Yes","6-7pm","No(or not all)","-9","No(or not all)","No","Completed",-9,1,0,0,1,0,0,0,0,0
"128","ISABIRYE  EMMANUEL","2019-03-18 09:20:09.000",3,54,9,4,305409004,"2019-03-18 00:00:00.000","No","-9","-9","No","Yes","7-8pm","No(or not all)","-9","No(or not all)","No","Completed",-9,1,0,0,0,0,0,0,0,0
"129","ISABIRYE  EMMANUEL","2019-03-18 09:45:44.000",3,54,8,8,305408008,"2019-03-18 00:00:00.000","No","-9","-9","No","No","-9","Yes(all)","No(or not all)","No(or not all)","No","Completed",-9,1,0,0,0,0,0,0,0,0
"130","ISABIRYE    EMMANUEL","2019-03-19 08:06:58.000",3,54,1,53,305401053,"2019-03-19 00:00:00.000","No","-9","-9","No","Yes","8-9pm","No(or not all)","-9","No(or not all)","No","Completed",-9,1,0,0,0,0,0,0,0,0
"131","ISABIRYE    EMMANUEL","2019-03-19 08:53:56.000",3,54,4,48,305404048,"2019-03-19 00:00:00.000","No","-9","-9","No","Yes","6-7pm","Yes(all)","No(or not all)","No(or not all)","No","Completed",-9,1,0,0,0,0,0,0,0,0
"132","ISABIRYE  EMMANUEL","2019-03-13 08:04:05.000",3,53,2,2,305302002,"2019-03-13 00:00:00.000","No","-9","-9","No","No","-9","No(or not all)","-9","No(or not all)","No","Completed",-9,1,0,0,0,0,0,0,0,0
"133","ISABIRYE  EMMANUEL","2019-03-13 08:38:52.000",3,53,1,22,305301022,"2019-03-13 00:00:00.000","No","-9","-9","No","Yes","6-7pm","Yes(all)","No(or not all)","No(or not all)","No","Completed",-9,2,0,0,0,0,0,0,0,0
"134","ISABIRYE  EMMANUEL","2019-03-13 09:38:50.000",3,53,7,21,305307021,"2019-03-13 00:00:00.000","No","-9","-9","No","Yes","6-7pm","Yes(all)","No(or not all)","No(or not all)","No","Completed",-9,1,0,0,0,0,0,0,0,0
"135","ISABIRYE  EMMANUEL","2019-03-14 07:41:42.000",3,53,8,2,305308002,"2019-03-14 00:00:00.000","No","-9","-9","No","Yes","8-9pm","No(or not all)","-9","No(or not all)","No","Completed",-9,2,0,0,0,0,0,0,0,0
"136","ISABIRYE   EMMANUEL","2019-03-19 09:29:11.000",3,54,10,23,305410023,"2019-03-19 00:00:00.000","No","-9","-9","No","Yes","6-7pm","No(or not all)","-9","No(or not all)","No","Completed",-9,1,0,1,1,0,0,0,0,0
"137","ISABIRYE  EMMANUEL","2019-03-20 07:14:22.000",3,54,7,122,305407122,"2019-03-20 00:00:00.000","No","-9","-9","No","Yes","6-7pm","Yes(all)","No(or not all)","No(or not all)","No","Completed",-9,1,0,0,0,0,0,0,0,0
"138","ISABIRRYE  EMMANUEL","2019-03-20 08:15:05.000",3,54,6,12,305406012,"2019-03-20 00:00:00.000","No","-9","-9","No","Yes","6-7pm","Yes(all)","No(or not all)","No(or not all)","No","Completed",-9,1,0,0,0,0,0,0,0,0
"139","ISABIRYE  EMMANUEL","2019-03-20 09:10:38.000",3,54,5,62,305405062,"2019-03-20 00:00:00.000","No","-9","-9","No","Yes","Before 6pm","Yes(all)","No(or not all)","No(or not all)","Yes","Completed",-9,1,0,0,0,0,0,0,0,0
"140","ISABIRYE    EMMANUEL","2019-03-20 09:46:49.000",3,54,2,27,305402027,"2019-03-20 00:00:00.000","No","-9","-9","No","Yes","6-7pm","Yes(all)","No(or not all)","No(or not all)","No","Completed",-9,1,0,0,0,0,0,0,0,0
"141","ONYIGE ISMAIL","2018-05-15 07:52:18.000",3,82,3,97,308203097,"2018-05-18 00:00:00.000","No","-9","-9","No","Yes","8-9pm","No(or not all)","-9","No(or not all)","No","Completed",-9,1,0,0,0,2,2,0,0,0
"142","ONYIGE ISMAIL","2018-05-15 07:12:01.000",3,82,4,33,308204033,"2018-05-18 00:00:00.000","No","-9","-9","No","Yes","6-7pm","Yes(all)","No(or not all)","No(or not all)","No","Completed",-9,1,5,12,7,14,0,0,0,0
"143","ONYIGE ISMAIL","2018-05-18 08:15:25.000",3,82,5,117,308205117,"2018-05-16 00:00:00.000","No","-9","-9","No","Yes","6-7pm","Yes(all)","No(or not all)","No(or not all)","No","Completed",-9,1,24,6,0,0,0,0,0,0
"144","odwar edward","2018-05-18 08:42:58.000",3,82,6,28,308206028,"2018-05-15 00:00:00.000","No","-9","-9","No","Yes","6-7pm","Yes(all)","No(or not all)","No(or not all)","No","Completed",-9,1,0,0,0,0,0,0,0,0
"145","ONYIGE ISMAIL","2018-05-16 08:40:47.000",3,82,7,32,308207032,"2018-05-16 00:00:00.000","No","-9","-9","No","Yes","7-8pm","Yes(all)","No(or not all)","No(or not all)","No","Completed",-9,1,5,5,38,2,0,0,0,0
"146","ONYIGE ISMAIL","2018-05-15 09:41:32.000",3,82,8,24,308208024,"2018-05-16 00:00:00.000","No","-9","-9","No","Yes","9-10pm","Yes(all)","No(or not all)","No(or not all)","No","Completed",-9,1,11,3,0,0,0,0,0,0
"147","ONYIGE ISMAIL","2018-05-16 07:49:17.000",3,82,9,14,308209014,"2018-05-19 00:00:00.000","No","-9","-9","No","Yes","7-8pm","Yes(all)","No(or not all)","Yes(all)","No","Completed",-9,1,0,0,3,2,1,1,0,0
"148","odwar edward","2018-05-16 09:24:03.000",3,82,10,7,308210007,"2018-05-15 00:00:00.000","No","-9","-9","No","Yes","6-7pm","Yes(all)","No(or not all)","No(or not all)","No","Completed",-9,1,3,1,12,3,0,0,0,0
"149","ONYIGE ISMAIL","2018-05-19 07:24:00.000",3,83,1,327,308301327,"2018-05-21 00:00:00.000","No","-9","-9","No","Yes","8-9pm","Yes(all)","No(or not all)","No(or not all)","No","Completed",-9,1,0,0,1,0,0,0,0,0
"150","ONYIGE ISMAIL","2018-05-15 08:50:26.000",3,83,2,118,308302118,"2018-05-21 00:00:00.000","No","-9","-9","No","Yes","9-10pm","No(or not all)","-9","No(or not all)","No","Completed",-9,1,0,0,2,1,0,0,0,0
"151","ONYIGE ISMAIL","2018-05-21 08:25:30.000",3,83,3,15,308303015,"2018-05-22 00:00:00.000","No","-9","-9","No","Yes","6-7pm","Yes(all)","No(or not all)","No(or not all)","No","Completed",-9,1,3,4,2,0,2,0,0,0
"152","ONYIGE ISMAIL","2018-05-21 08:55:13.000",3,83,4,144,308304144,"2018-05-22 00:00:00.000","No","-9","-9","No","Yes","Before 6pm","Yes(all)","No(or not all)","No(or not all)","No","Completed",-9,1,5,2,5,0,1,0,0,0
"153","ONYIGE ISMAIL","2018-05-22 07:53:42.000",3,83,5,73,308305073,"2018-05-22 00:00:00.000","No","-9","-9","No","Yes","6-7pm","Yes(all)","No(or not all)","No(or not all)","No","Completed",-9,1,4,19,0,0,0,0,0,0
"154","ONYIGE ISMAIL","2018-05-22 08:44:16.000",3,83,6,67,308306067,"2018-05-22 00:00:00.000","No","-9","-9","No","Yes","7-8pm","Yes(all)","No(or not all)","No(or not all)","No","Completed",-9,1,7,0,4,1,0,0,0,0
"155","ONYIGE ISMAIL","2018-05-22 07:27:02.000",3,83,7,164,308307164,"2018-05-21 00:00:00.000","No","-9","-9","No","Yes","7-8pm","Yes(all)","No(or not all)","No(or not all)","No","Completed",-9,1,0,0,1,1,0,0,0,0
"156","ONYIGE ISMAIL","2018-05-22 09:37:39.000",3,83,8,162,308308162,"2018-05-21 00:00:00.000","No","-9","-9","No","Yes","Before 6pm","Yes(all)","No(or not all)","No(or not all)","No","Completed",-9,1,2,2,1,0,1,0,0,0
"157","ONYIGE ISMAIL","2018-05-21 09:34:26.000",3,83,9,35,308309035,"2018-05-23 00:00:00.000","No","-9","-9","No","Yes","9-10pm","Yes(all)","No(or not all)","No(or not all)","No","Completed",-9,1,4,0,1,1,0,1,0,0
"158","ONYIGE ISMAIL","2018-05-21 07:19:30.000",3,83,10,105,308310105,"2018-05-23 00:00:00.000","No","-9","-9","No","Yes","6-7pm","Yes(all)","No(or not all)","No(or not all)","No","Completed",-9,1,6,0,2,1,4,0,0,0
"159","BATTE DERRICK JOVAN","2018-05-23 08:48:05.000",3,84,1,24,308401024,"2018-05-11 00:00:00.000","Yes","Other","COOKING IN THE HOUSE","No","Yes","9-10pm","Yes(all)","No(or not all)","No(or not all)","No","Completed",-9,1,1,0,0,0,0,0,0,0
"160","BATTE DERRICK JOVAN","2018-05-23 07:57:57.000",3,84,2,72,308402072,"2018-05-10 00:00:00.000","No","-9","-9","No","Yes","7-8pm","No(or not all)","No(or not all)","No(or not all)","No","Completed",-9,1,1,0,7,1,2,2,0,0
"161","BATTE DERRICK JOVAN","2018-05-11 08:00:38.000",3,84,3,150,308403150,"2018-05-11 00:00:00.000","No","-9","-9","No","Yes","8-9pm","Yes(all)","No(or not all)","No(or not all)","No","Completed",-9,1,3,1,0,0,0,0,0,0
"162","BATTE DERRICK JOVAN","2018-05-10 10:00:00.000",3,84,4,50,308404050,"2018-05-12 00:00:00.000","No","-9","-9","No","Yes","6-7pm","Yes(all)","No(or not all)","No(or not all)","No","Completed",-9,1,2,0,2,0,0,0,0,0
"163","BATTE DERRICK JOVAN","2018-05-11 06:59:10.000",3,84,5,78,308405078,"2018-05-10 00:00:00.000","No","-9","-9","No","Yes","7-8pm","Yes(all)","No(or not all)","No(or not all)","No","Completed",-9,1,1,0,3,0,1,0,0,0
"164","BATTE DERRICK JOVAN","2018-05-12 07:37:12.000",3,84,6,59,308406059,"2018-05-10 00:00:00.000","No","-9","-9","No","Yes","6-7pm","Yes(all)","No(or not all)","No(or not all)","No","Completed",-9,1,0,0,4,0,2,0,0,0
"165","BATTE DERRICK JOVAN","2018-05-10 08:41:56.000",3,84,7,41,308407041,"2018-05-12 00:00:00.000","No","-9","-9","No","Yes","Before 6pm","Yes(all)","No(or not all)","No(or not all)","No","Completed",-9,1,3,1,0,0,0,0,0,0
"166","BATTE DERRICK JOVAN","2018-05-10 07:53:29.000",3,84,8,42,308408042,"2018-05-11 00:00:00.000","No","-9","-9","No","Yes","6-7pm","Yes(all)","No(or not all)","No(or not all)","No","Completed",-9,1,2,0,1,0,1,0,0,0
"167","BATTE DERRICK JOVAN","2018-05-12 09:34:15.000",3,84,9,39,308409039,"2018-05-09 00:00:00.000","No","-9","-9","No","Yes","6-7pm","Yes(all)","No(or not all)","No(or not all)","No","Completed",-9,1,5,0,0,0,5,0,0,0
"168","BATTE DERRICK JOVAN","2018-05-11 09:05:10.000",3,84,10,181,308410181,"2018-05-09 00:00:00.000","No","-9","-9","No","Yes","7-8pm","Yes(all)","No(or not all)","No(or not all)","No","Completed",-9,1,0,1,0,0,0,0,0,0
"169","ONYIGE ISMAIL","2018-05-09 07:43:01.000",3,85,1,45,308501045,"2018-03-24 00:00:00.000","No","-9","-9","No","Yes","7-8pm","Yes(all)","No(or not all)","No(or not all)","No","Completed",-9,1,0,0,0,0,0,0,0,0
"170","BATTE DERRICK JOVAN","2018-05-09 08:47:49.000",3,85,2,7,308502007,"2018-03-25 00:00:00.000","No","-9","-9","No","Yes","7-8pm","Yes(all)","No(or not all)","No(or not all)","No","Completed",-9,1,0,0,0,0,0,0,0,0
"171","ONYIGE ISMAIL","2018-03-24 09:00:00.000",3,85,3,8,308503008,"2018-03-24 00:00:00.000","No","-9","-9","No","Yes","7-8pm","Yes(all)","No(or not all)","No(or not all)","No","Completed",-9,1,6,7,0,3,0,0,0,0
"172","BATTE DERRICK JOVAN","2018-03-25 09:00:00.000",3,85,4,18,308504018,"2018-03-25 00:00:00.000","No","-9","-9","No","Yes","7-8pm","Yes(all)","No(or not all)","No(or not all)","No","Completed",-9,1,2,0,0,0,0,0,0,0
"173","BATTE DERRICK JOVAN","2018-03-24 09:00:00.000",3,85,5,132,308505132,"2018-03-26 00:00:00.000","No","-9","-9","No","Yes","6-7pm","No(or not all)","-9","No(or not all)","No","Completed",-9,2,1,0,3,0,0,0,0,0
"174","BATTE DERRICK JOVAN","2018-03-25 09:00:00.000",3,85,6,94,308506094,"2018-03-24 00:00:00.000","No","-9","-9","No","Yes","6-7pm","No(or not all)","-9","No(or not all)","No","Completed",-9,1,3,1,1,0,1,0,0,0
"175","ONYIGE ISMAIL","2018-03-26 09:00:00.000",3,85,7,82,308507082,"2018-03-23 00:00:00.000","No","-9","-9","No","Yes","7-8pm","No(or not all)","-9","No(or not all)","No","Completed",-9,1,1,0,0,0,2,4,0,0
"176","ONYIGE ISMAIL","2018-03-24 09:00:00.000",3,85,8,27,308508027,"2018-03-23 00:00:00.000","No","-9","-9","No","Yes","8-9pm","No(or not all)","-9","No(or not all)","No","Completed",-9,1,0,0,0,0,0,0,0,0
"177","BATTE DERRICK JOVAN","2018-03-23 09:00:00.000",3,85,9,79,308509079,"2018-03-26 00:00:00.000","No","-9","-9","No","Yes","7-8pm","No(or not all)","-9","No(or not all)","No","Completed",-9,1,2,1,0,0,1,0,0,0
"178","ONYIGE ISMAIL","2018-03-23 09:00:00.000",3,85,10,9,308510009,"2018-03-25 00:00:00.000","No","-9","-9","No","Yes","8-9pm","No(or not all)","-9","No(or not all)","No","Completed",-9,1,0,0,0,0,0,0,0,0
"179","BATTE DERRICK JOVAN","2018-03-26 09:00:00.000",3,86,1,37,308601037,"2018-03-21 00:00:00.000","No","-9","-9","No","Yes","7-8pm","No(or not all)","-9","No(or not all)","No","Completed",-9,1,12,2,0,0,0,0,0,0
"180","BATTE DERRICK JOVAN","2018-03-25 09:00:00.000",3,86,2,133,308602133,"2018-03-21 00:00:00.000","No","-9","-9","No","Yes","7-8pm","No(or not all)","-9","No(or not all)","No","Completed",-9,1,1,2,0,0,1,0,0,0
"181","BATTE DERRICK JOVAN","2018-03-21 09:00:00.000",3,86,3,123,308603123,"2018-03-26 00:00:00.000","No","-9","-9","No","Yes","6-7pm","No(or not all)","-9","No(or not all)","No","Completed",-9,1,8,1,0,0,0,0,0,0
"182","BATTE DERRICK JOVAN","2018-03-21 09:00:00.000",3,86,4,29,308604029,"2018-03-24 00:00:00.000","No","-9","-9","No","Yes","7-8pm","Yes(all)","No(or not all)","No(or not all)","No","Completed",-9,1,3,1,0,0,6,0,0,0
"183","BATTE DERRICK JOVAN","2018-03-26 09:00:00.000",3,86,5,41,308605041,"2018-03-23 00:00:00.000","No","-9","-9","No","Yes","6-7pm","No(or not all)","-9","No(or not all)","No","Completed",-9,1,5,2,0,0,0,0,0,0
"184","BATTE DERRICK JOVAN","2018-03-24 09:00:00.000",3,86,6,112,308606112,"2018-03-22 00:00:00.000","No","-9","-9","No","Yes","6-7pm","No(or not all)","-9","No(or not all)","No","Completed",-9,1,24,7,1,2,5,0,0,0
"185","BATTE DERRICK JOVAN","2018-03-23 09:00:00.000",3,86,7,128,308607128,"2018-03-22 00:00:00.000","No","-9","-9","No","Yes","8-9pm","Yes(all)","No(or not all)","No(or not all)","No","Completed",-9,1,21,7,1,1,0,0,0,0
"186","BATTE DERRICK JOVAN","2018-03-22 09:00:00.000",3,86,8,160,308608160,"2018-03-23 00:00:00.000","No","-9","-9","No","Yes","7-8pm","No(or not all)","-9","No(or not all)","No","Completed",-9,1,4,1,0,0,0,0,0,0
"187","BATTE DERRICK JOVAN","2018-03-22 09:00:00.000",3,86,9,87,308609087,"2018-03-23 00:00:00.000","No","-9","-9","No","Yes","7-8pm","No(or not all)","-9","No(or not all)","No","Completed",-9,1,4,2,0,0,0,1,0,0
"188","BATTE DERRICK JOVAN","2018-03-23 09:00:00.000",3,86,10,348,308610348,"2018-03-24 00:00:00.000","No","-9","-9","No","Yes","7-8pm","Yes(all)","No(or not all)","No(or not all)","No","Completed",-9,1,8,1,0,0,0,0,0,0
"189","WATUWA PHILIP PETER","2018-03-23 09:00:00.000",3,87,1,31,308701031,"2018-03-26 00:00:00.000","No","-9","-9","Yes","Yes","Before 6pm","No(or not all)","-9","No(or not all)","No","Completed",-9,3,0,0,0,0,0,0,0,0
"190","WATUWA PHILIP PETER","2018-03-24 09:00:00.000",3,87,2,13,308702013,"2018-03-23 00:00:00.000","No","-9","-9","No","Yes","6-7pm","No(or not all)","-9","No(or not all)","No","Completed",-9,1,2,0,0,0,0,0,0,0
"191","WATUWA PHILIP PETER","2018-03-26 09:00:00.000",3,87,3,27,308703027,"2018-03-21 00:00:00.000","Yes","Burning firewood","-9","No","Yes","6-7pm","No(or not all)","-9","No(or not all)","No","Completed",-9,1,1,0,0,0,0,0,0,0
"192","WATUWA PHILIP PETER","2018-03-23 09:00:00.000",3,87,4,17,308704017,"2018-03-21 00:00:00.000","No","-9","-9","No","Yes","9-10pm","No(or not all)","-9","No(or not all)","No","Completed",-9,1,82,126,2,0,0,0,0,0
"193","WATUWA PHILIP PETER","2018-03-21 09:00:00.000",3,87,5,32,308705032,"2018-03-22 00:00:00.000","No","-9","-9","No","Yes","6-7pm","No(or not all)","No(or not all)","No(or not all)","No","Completed",-9,1,6,7,0,0,0,0,0,0
"194","WATUWA PHILIP PETER","2018-03-21 09:00:00.000",3,87,6,17,308706017,"2018-03-26 00:00:00.000","No","-9","-9","No","Yes","6-7pm","No(or not all)","-9","No(or not all)","No","Completed",-9,1,0,0,0,0,0,0,0,0
"195","WATUWA PHILIP PETER","2018-03-22 09:00:00.000",3,87,7,5,308707005,"2018-03-24 00:00:00.000","No","-9","-9","No","Yes","6-7pm","No(or not all)","-9","No(or not all)","Yes","Completed",-9,1,1,0,0,0,0,0,0,0
"196","WATUWA PHILIP PETER","2018-03-26 09:00:00.000",3,87,8,23,308708023,"2018-03-24 00:00:00.000","No","-9","-9","No","Yes","6-7pm","No(or not all)","-9","No(or not all)","No","Completed",-9,1,1,0,0,0,0,0,0,0
"197","WATUWA PHILIP PETER","2018-03-24 09:00:00.000",3,87,9,22,308709022,"2018-03-24 00:00:00.000","No","-9","-9","No","Yes","6-7pm","No(or not all)","-9","No(or not all)","No","Completed",-9,1,13,4,0,0,0,0,0,0
"198","WATUWA PHILIP PETER","2018-03-24 09:00:00.000",3,87,10,5,308710005,"2018-03-26 00:00:00.000","No","-9","-9","No","Yes","6-7pm","No(or not all)","-9","No(or not all)","No","Completed",-9,1,6,0,0,0,0,0,0,0
"199","TUMWESIGYE  LABAN","2018-03-24 09:00:00.000",3,88,1,41,308801041,"2018-03-24 00:00:00.000","No","-9","-9","No","Yes","9-10pm","Yes(all)","No(or not all)","No(or not all)","No","Completed",-9,1,102,98,0,0,0,0,0,0
"200","TUMWESIGYE LABAN","2018-03-26 09:00:00.000",3,88,2,57,308802057,"2018-03-23 00:00:00.000","No","-9","-9","No","Yes","6-7pm","No(or not all)","-9","No(or not all)","No","Completed",-9,1,1,1,0,0,0,0,0,0
"201","TUMWESIGYE LABAN","2018-03-24 09:00:00.000",3,88,3,38,308803038,"2018-03-21 00:00:00.000","No","-9","-9","No","Yes","After 10pm","Yes(all)","No(or not all)","No(or not all)","No","Completed",-9,1,5,3,0,0,0,0,0,0
"202","TUMWESIGYE LABAN","2018-03-23 09:00:00.000",3,88,4,19,308804019,"2018-03-21 00:00:00.000","No","-9","-9","No","Yes","6-7pm","Yes(all)","No(or not all)","No(or not all)","No","Completed",-9,1,6,3,0,0,0,0,0,0
"203","TUMWESIGYE LABAN","2018-03-21 09:00:00.000",3,88,5,22,308805022,"2018-03-22 00:00:00.000","No","-9","-9","No","Yes","6-7pm","No(or not all)","-9","No(or not all)","No","Completed",-9,1,5,5,0,0,0,0,0,0
"204","TUMWESIGYE LABAN","2018-03-21 09:00:00.000",3,88,6,10,308806010,"2018-03-22 00:00:00.000","No","-9","-9","No","Yes","7-8pm","No(or not all)","-9","No(or not all)","No","Completed",-9,1,2,3,0,0,0,0,0,0
"205","TUMWESIGYE LABAN","2018-03-22 09:00:00.000",3,88,7,112,308807112,"2018-03-23 00:00:00.000","No","-9","-9","No","Yes","9-10pm","No(or not all)","-9","No(or not all)","No","Completed",-9,1,43,58,0,0,0,0,0,0
"206","TUMWESIGYE LABAN","2018-03-22 09:00:00.000",3,88,8,27,308808027,"2018-03-23 00:00:00.000","No","-9","-9","No","Yes","9-10pm","No(or not all)","-9","No(or not all)","No","Completed",-9,1,2,3,0,0,0,0,0,0
"207","TUMWESIGYE LABAN","2018-03-23 09:00:00.000",3,88,9,90,308809090,"2018-03-24 00:00:00.000","No","-9","-9","No","Yes","9-10pm","Yes(all)","No(or not all)","No(or not all)","No","Completed",-9,1,9,1,0,0,0,0,0,0
"208","TUMWESIGYE LABAN","2018-03-23 09:00:00.000",3,88,10,14,308810014,"2018-03-24 00:00:00.000","No","-9","-9","No","Yes","After 10pm","No(or not all)","-9","No(or not all)","No","Completed",-9,1,20,10,0,0,0,0,0,0
"209","KAWESA BUMALI","2018-03-24 09:00:00.000",3,89,1,6,308901006,"2018-05-13 00:00:00.000","No","-9","-9","No","Yes","7-8pm","No(or not all)","-9","No(or not all)","No","Completed",-9,1,0,0,0,0,0,0,0,0
"210","KAWESA BUMALI","2018-03-24 09:00:00.000",3,89,2,2,308902002,"2018-05-15 00:00:00.000","No","-9","-9","No","Yes","6-7pm","No(or not all)","-9","No(or not all)","No","Completed",-9,1,0,0,0,0,0,0,0,0
